,names,reviews,ratings,date
1188,turki almatrafi,this app is absolute failure i have been waiting 2 months trying to sign in but it still won't send a code and i contacted the company email and they didn't solve anything yet,Rated 1 stars out of five stars,"May 6, 2022"
1189,Len,I am not receiving any verification codes. I kept on retrying until it said that I have received the quota for verification codes but I did not receive anything at all.,Rated 2 stars out of five stars,"April 20, 2022"
1190,R J,"I've had it for like almost a month now and I am trying everyday to sign up but it doesn't let me, it just gives me the message ""couldn't send code"" even though my Internet is working well",Rated 1 stars out of five stars,"May 6, 2022"
1191,Memusi Robi,kindly remove a limit on number of friends,Rated 4 stars out of five stars,"February 25, 2023"
1192,cheese,Hello! I love this app. But androids also need an equal attention as what you give to the IOSes. Androids still doesn't have the “reply” feature on the app.,Rated 1 stars out of five stars,"December 25, 2022"
1193,Nounouille La Queen,Hi ! It's a really nice app but I can't send a photo to someone who lives in another country than mine even if he has the app.,Rated 4 stars out of five stars,"September 10, 2022"
1194,wasan alharbi,"The android verison is not very good ! one of this problems i cant send a reaction like the iphone verison and this its sooo bad , I hope you will improve the program , thanks .",Rated 1 stars out of five stars,"May 16, 2022"
1195,Holly,"Cool app. We can zoom in now which is so cool, definitely recommend getting, it's great with your friends.",Rated 5 stars out of five stars,"September 1, 2022"
1196,ZAINA SAMI,I am editing my review AGAIN because you finally listened and added the zoom to Android locket! So it's 3 stars for now until you guys let us be able to delete the photos we don't want 😊,Rated 3 stars out of five stars,"August 7, 2022"
1197,Andrew Idoko,Its a great experience but i seem to be unable to access my settings or profile in the app and i really want to change my name so its quite the inconvenience,Rated 4 stars out of five stars,"August 25, 2022"
1198,Grace Spicer,I was excited locket was on Android but the 6 digit verification code won't send at all. Now it says to many tries fir verification code. Please fix this glitch.,Rated 1 stars out of five stars,"April 20, 2022"
1199,"San Diego, Arienne Jhayne G.","it's a very cool app but i think it'll be cooler if we can add more friends and widgets, that's it. I love it.",Rated 4 stars out of five stars,"April 26, 2022"
1200,My Rania,Best but please add in filters and short video recording. Girls will extra happy if locket add in beautiful filters n share short video of the moments🥰,Rated 4 stars out of five stars,"October 14, 2022"
1201,Kriztel Ann Espregante,This app was so good but hopefully they add some doodle thing to decorate the picture but so far it's good. Looking forward to more features ❤️,Rated 5 stars out of five stars,"April 19, 2022"
1202,Noah Phelps,Won't send the verification code plss fix this,Rated 1 stars out of five stars,"December 11, 2022"
1203,Shawn Kirby Gigante,I logged out to check my other acc and i can't open it because there is no code sending on my contacts and now i can't open all of my accounts because the code is not even sending at all.,Rated 1 stars out of five stars,"May 6, 2022"
1204,Isidora Hasenberg,"I really like the app, the onely thing that i would add is the ability to have a widget for a specific person",Rated 4 stars out of five stars,"October 5, 2022"
1205,nazerke ramazanova,The android version is awful. App doesn't work properly. But the idea is very nice!,Rated 2 stars out of five stars,"October 20, 2022"
1206,Kiệt Trần,need to optimize Android,Rated 3 stars out of five stars,"February 19, 2023"
1207,Nunya Business,I finally got it working after it wouldn't accept the verification code. I had to uninstall the app and reinstall it a few times. But it's good now. 👍,Rated 4 stars out of five stars,"April 28, 2022"
1208,BTS부락,The android version is trash!! It has so many problems and I can't get a clear picture using flash !!,Rated 1 stars out of five stars,"June 10, 2022"
1209,Sadhana Srini,"its honestly just really slow, i see notifications of friends's reactions but when i click on them it doesnt show me the picture i posted as it hasnt updated yet",Rated 4 stars out of five stars,"September 4, 2022"
1210,Aaron,I really enjoy this app. I use it everyday. I'd really enjoy if there were more emoji options to react with,Rated 5 stars out of five stars,"October 5, 2022"
1211,Noora Mohammed,"I think this app is really cool and fun even tho it was realeced a few day ago, it's like sharing a gallery with your friends and family.",Rated 5 stars out of five stars,"April 22, 2022"
1212,Christie Havenga,I like your app extremely much the only thing I would change is the ability to allocate a widget to a specific person.,Rated 4 stars out of five stars,"May 4, 2022"
1213,RAGHAD Omar,I have been trying to login but it says too many attempts ! I've just put my number once ! it has been like this for 2 weeks now and I cant use the app,Rated 1 stars out of five stars,"May 8, 2022"
1214,Iris Robles,"the app is great and cute, but still needs improvement. like send pictures that are already in my gallery, and make doodles on pictures",Rated 3 stars out of five stars,"April 19, 2022"
1215,eliyanah lainey,"just installed it. i was so excited to use it, however when i put my number to get a verification code, i've been waiting for like 10 mins and the code won't come. :<",Rated 1 stars out of five stars,"October 15, 2022"
1216,Mustafa Ghufran 16-CEB-184,"It isn't allowing me to register. Says to many ""Authorization Requests from this device"" even though I pre registered and just downloaded this app.",Rated 1 stars out of five stars,"April 18, 2022"
1217,FEARz,"Very nice app, it has really an amazing concept",Rated 5 stars out of five stars,"November 27, 2022"
1218,れなちゃん,"This app on Android is neglected, please make better updates soon.",Rated 2 stars out of five stars,"January 13, 2023"
1219,ky1een_,"yes im excited, but i wonder why i do not recieve the text to verify my number? i have allowed all permissions to see if it had worked. but unfortunately it didnt. maybe locket u can see what u can do to fix it? i cant recieve the code.",Rated 2 stars out of five stars,"April 19, 2022"
1220,Stanislav Polukeev,"Great idea, but the widget doesn't update and shows ""no pics yet"" while there are in the app. Fix asap, the app is fire",Rated 2 stars out of five stars,"April 19, 2022"
1221,Shonese Naidoo,I am unable to reply on pictures. I have an andriod. My apple can reply.,Rated 4 stars out of five stars,"January 20, 2023"
1222,Celeste Jurado,"I can't login in, the text to verify my number never arrived:'/",Rated 1 stars out of five stars,"February 6, 2023"
1223,Ussy,"Superb, but android users lack the chatting update, i think we deserve it too",Rated 4 stars out of five stars,"January 19, 2023"
1224,Abiodun Anointing,it sometimes has slow entrance but it's nice,Rated 4 stars out of five stars,"January 18, 2023"
1225,Bagas Daffa,"I enjoyed but still wondering , how can i reply my friends photo. Im using android",Rated 4 stars out of five stars,"January 12, 2023"
1226,nena bea,It's so good I love thus app but I hope they put chatting option for android please,Rated 5 stars out of five stars,"January 27, 2023"
1227,HAMIZAN,"This app is the slowest app ever, you'll never seen the loading logo just for a second. It's always be longer than a minute 👎",Rated 1 stars out of five stars,"June 24, 2022"
1228,Alaa Khalid,Very bad not working on Xiaomi 11t pro,Rated 1 stars out of five stars,"February 8, 2023"
1229,LAGHARIAN OP,There is error on my mobile device Too many attempts . Try again later 😭,Rated 1 stars out of five stars,"February 3, 2023"
1230,Cunning Fox,"Please fix reactions lags, also it would be great to see who exactly sent waht reaction",Rated 4 stars out of five stars,"February 9, 2023"
1231,Jade Williams,I can't text on the app because I have an android,Rated 3 stars out of five stars,"January 28, 2023"
1232,Lance Gabriel Beltran,why android cannot message to their friends please fix that,Rated 2 stars out of five stars,"January 9, 2023"
1233,Levy.M,the updates for Android getting late.,Rated 3 stars out of five stars,"January 26, 2023"
1234,kent clarament,The app is not impressive on Android You guys can do better please,Rated 2 stars out of five stars,"January 7, 2023"
1235,Sawsan E.,android version need to catch up with IOS Features!,Rated 3 stars out of five stars,"January 30, 2023"
1236,Abeer,Updates are really slooow not like apple's app I hope you fix that,Rated 1 stars out of five stars,"January 16, 2023"
1237,Zainah Hosamy,I'm sad that i can't comment to other in same time they do and i can't receive it because i didn't have the last update 😔😔😔😔😔,Rated 1 stars out of five stars,"January 12, 2023"
1238,Kayla Michelle Brazill,The app take too long to load😔😔😭😭😭😭,Rated 1 stars out of five stars,"January 5, 2023"
1239,Moe Ali,I wonder why there is no update for android users till now which contains ios features ( Reply ability and chat ),Rated 3 stars out of five stars,"February 11, 2023"
1240,Urbi Das,love this app! so cute and fun!!!,Rated 5 stars out of five stars,"January 20, 2023"
1241,zy,cant access messages and reacts,Rated 3 stars out of five stars,"January 6, 2023"
1242,Nin,wish it has other options than camera i want to send my screenshots/other picture to others,Rated 3 stars out of five stars,"February 6, 2023"
1243,رغد المطيري,Lovely. But there are no updates! Why ?,Rated 3 stars out of five stars,"February 3, 2023"
1244,Azriy Nazariee,Hope that android's features can be as cool as the one that are in ios :'(,Rated 3 stars out of five stars,"January 3, 2023"
1245,kelsey west,the chat doesn't work for me but the rest of it is okay,Rated 2 stars out of five stars,"January 26, 2023"
1246,Abrar Hasan,"Why we can't comment on pictures , my phone POCO X3 pro,??",Rated 5 stars out of five stars,"February 10, 2023"
1247,Victoria A,I wish you could edit the emojis that you use to react to someone's picture,Rated 4 stars out of five stars,"February 7, 2023"
1248,danjl,the code verification is not sending,Rated 1 stars out of five stars,"January 13, 2023"
1249,Okys,the auto brightness suuuckkss,Rated 3 stars out of five stars,"January 13, 2023"
1250,Joshua Villaluna,Great and cool app. But hope you can consider a scrolling feature for the pics sent. Thanks!!!,Rated 5 stars out of five stars,"October 8, 2022"
1251,bae8w,"Very cute app, but It would be nice if it was possible to add text to the photo and choose which photo will be displayed on the screen.",Rated 4 stars out of five stars,"June 11, 2022"
1252,Janine Nicole Ventic,"The apps kinda cute but it turns me of since i cant choose who's gonna see my picture, it like once I take a pic sends it to everyone i added, lol.",Rated 4 stars out of five stars,"April 19, 2022"
1253,Фидан Алиева,"its a really good app!! im having lots of fun, but i wanna know that is there any way to change my nickname? like, it would be really helpful, thank u!!",Rated 5 stars out of five stars,"September 5, 2022"
1254,NYELZ _Z,"I love it , however i hope that Locket could have a comment session when someone sending pic so it would be interesting",Rated 4 stars out of five stars,"November 10, 2022"
1255,Lord Tete,"I want to send messages, but I can't. My friends send messages, but I don't see it as a bad program for Android",Rated 1 stars out of five stars,"March 22, 2023"
1256,Erza Scarlet,love it but I wish I could upload old photos from my gallery,Rated 4 stars out of five stars,"December 3, 2022"
1257,Daph,"I'm happy it's on android, but there's many flaws like the screen is built for iphone not android so everything is squished together to fit.",Rated 3 stars out of five stars,"April 19, 2022"
1258,Lovely De Vera,"I can't take a picture. I allow it but i still can't take pictures, i don't know if my phone is the problem. Anyway hope your app improve",Rated 1 stars out of five stars,"April 28, 2022"
1259,Majid Alghizawi,I like the idea but I hate that Android don't have the same things for Iphone and I deleted the app and hope that I can update it but it didn't install I kinda hate this app!,Rated 1 stars out of five stars,"March 1, 2023"
1260,Hajrah Malika,this a good app,Rated 5 stars out of five stars,"March 31, 2023"
1261,Part-Time Pedestrian,"Why is this app not similar to the one available for iOS? no zoom, no reaction, no front flash button and the app is very laggy.",Rated 3 stars out of five stars,"May 21, 2022"
1262,Celest Teng,"Please update so that Android users can use the comment feature as well in locket, right now it only brings us to our phone messages.",Rated 3 stars out of five stars,"December 21, 2022"
1263,Dariela Cantu,I don't really get how to log in because whenever I put my phone number It doesn't send the verification code neither the error message so I don't know what or how to do it can someone explain pls?,Rated 1 stars out of five stars,"May 13, 2022"
1264,Muhammad Izzan Nizam,im unable to see replies and can't reply them back. I have replies that are like weeks old but still cant get to them.,Rated 2 stars out of five stars,"December 28, 2022"
1265,edmcs,Can't select pics from gallery,Rated 1 stars out of five stars,"February 14, 2023"
1266,Olulana Marvellous,I don't think I've ever stopped to think about an app like this existed. I have it now and I just love it.,Rated 5 stars out of five stars,"December 30, 2022"
1267,Kh My,"When will be the next update I can't wait?? Ahh~ I'm looking forward to new features on Android like adding text, multiple weight and so many😩❤️ I'm so excited 💛💛💛💛💛.",Rated 4 stars out of five stars,"September 18, 2022"
1268,Izzah Farhana,Love this app so far but im using android and it seems that the captions from my friend's doesnt appear on my phone hope you can allow this feature for us to use soon ill be waiting ✨,Rated 4 stars out of five stars,"September 10, 2022"
1269,Hunnie Bee,"It's a really good app, me and my friends love it, but I wish you could have an option to send it to individual people",Rated 4 stars out of five stars,"April 21, 2022"
1270,Hearty Heart,its fun but it would be nice if i can use the photos in my gallery,Rated 4 stars out of five stars,"December 29, 2022"
1271,Gabriella Laines,It won't send me a text when ever I enter my phone number I've waited for 20 minutes,Rated 1 stars out of five stars,"November 6, 2022"
1272,Abdalla Dbesh,The app keeps giving me (too many authentication requests whenever i want to set up an account and i don't know why!,Rated 1 stars out of five stars,"May 4, 2022"
1273,- # remaso,It's good overall. But the camera quality for Android is trash and it takes a long time to upload the picture even with good wifi,Rated 3 stars out of five stars,"June 18, 2022"
1274,Basketball Princesses,Please Please just take it into consideration that android users want as much updates as Apple gets. I can't even see my friends replies or anything. They get to type comments while android users just get to send emojis. 😡 It's very annoying pls fix it. Give us an update pls. Android users are getting sick of it. Honestly other than that the app is fun. I just wanted to give some feedback.,Rated 3 stars out of five stars,"January 2, 2023"
1275,AJ101 TV,"I enjoy this app, good for you and your friends. You do need a bit of a fast internet connection to send and receive fast pictures",Rated 4 stars out of five stars,"August 3, 2022"
1276,Red Handed,"Cant even use this app everytime i put my number it gives me a message saying ""auth/too many requests"" and that my phone is blocked from all requests due to ""unusual activities"" please fix this",Rated 1 stars out of five stars,"April 20, 2022"
1277,Bangtanlvr 0613,I want to text lil longer and filter would be good please,Rated 3 stars out of five stars,"December 22, 2022"
1278,Jai,"Me and my friends like it, but i hope we can put pictures that is already in our gallery but overall it's a good app!",Rated 3 stars out of five stars,"July 23, 2022"
1279,Danielle Buckley,"Love this app it's great for sending pics and communicating when you can't see your loved ones, however I'm having to redownload this app as it's not letting me send pics 💗",Rated 4 stars out of five stars,"September 4, 2022"
1280,Cheska Ison,I like how it works but i hope we can draw on the picture and take short videos... Anyways good app!!,Rated 4 stars out of five stars,"August 10, 2022"
1281,Atiqah Aji,I wish there's option like post it to remind them,Rated 4 stars out of five stars,"March 3, 2023"
1282,najla amza,just fun & great !,Rated 5 stars out of five stars,"March 7, 2023"
1283,William Doney,New to this kind of app I never used this kind of app 😎,Rated 5 stars out of five stars,"March 3, 2023"
1284,fa1103 m,Why apple users have a chat We wont the new update,Rated 3 stars out of five stars,"March 3, 2023"
1285,Chutimon Wanna,Why do photos on Android have a watermark? but save on ios and don't have,Rated 3 stars out of five stars,"December 2, 2022"
1286,Lara,I hope that you will add the chat feature to Android,Rated 3 stars out of five stars,"March 3, 2023"
1287,ganyu,"Whenever I enter the verification code it says its incorrect even though its the exact same code, I double checked and even tried 3 different times but it still didn't let me.",Rated 1 stars out of five stars,"April 18, 2022"
1288,roqea 17,I want to update the messages please,Rated 5 stars out of five stars,"March 9, 2023"
1289,Ashlen Garrett,I'm not sure if it's possible to make a widget for a specific person on your home screen but it would definitely make it that much better,Rated 4 stars out of five stars,"October 4, 2022"
1290,Omar Assla,"The app is still not finished, it has a lot of glitches and bugs, but I'm excited for it to be fixed and 100% finished, then I'll give it 5 stars",Rated 2 stars out of five stars,"April 23, 2022"
1291,asrar osman,I can't update the app i don't know what is problem,Rated 1 stars out of five stars,"January 12, 2023"
1292,Luqman Nur Hakim,"As for Android user, my back camera cannot be use and blurry. Also i cant use the flash features. Pls fix this.",Rated 3 stars out of five stars,"June 11, 2022"
1293,Phoebe Santos,"it uses the wrong back camera. my phone has three back camera and it keeps using the macro camera, it makes my pictures blurred when not upclose",Rated 3 stars out of five stars,"July 4, 2022"
1294,Savannah Staggs,"I like it a lot but I'm kinda bummed that you can't draw anything to send. Fun app, though!",Rated 4 stars out of five stars,"June 13, 2022"
1295,Yashwini Thanabalan,So far it's been good. But I am not getting notifications from this app and it's very slow to send pictures. Please do something.,Rated 3 stars out of five stars,"August 28, 2022"
1296,Farah,they've blocked all requests to sign up from my device even though its my first time installing it. wasn't worth the waiting.,Rated 1 stars out of five stars,"April 18, 2022"
1297,impsycko,I CAN'T LOG IN!! PLEASE FIX IT NO MATTER HOW MANY TIMES I UPDATE THE APP IT DOESN'T FIX THE PROBLEM! PLEASE FIX IT AS SOON AS POSSIBLE . UNBELIEVABLE!,Rated 1 stars out of five stars,"April 29, 2022"
1298,Benjamin A.,"I appreciate the simplistic nature, but it would be nice if you could doodle or type on the photos!!!",Rated 4 stars out of five stars,"May 12, 2022"
1299,claraa,why does iphone have way more features than android? i would give this 0 stars if i could. this is extrememly annoying to use when all your other friends have iphones. fix this.,Rated 1 stars out of five stars,"September 14, 2022"
1300,Marie Pastor,I love this app highly recommend it the only things is you can't pick photos from photos gallery and you can't add any righting,Rated 4 stars out of five stars,"June 28, 2022"
1301,little munchiee,why this apps being so racist with android user? why we can't zoom or focus when we take the picture? why android user can't have time travel video and can't download it? please update so we don't feel left behind,Rated 3 stars out of five stars,"June 28, 2022"
1302,Malik Emad (malikemad33),"App stopped opening after a while, a black screen appears when I open it and that's it.",Rated 1 stars out of five stars,"August 4, 2022"
1303,Zoe Kirby Timones,"Tbh, This is a great app with your friends it helps you keep the memories together where all of you can still see it in your phone.",Rated 5 stars out of five stars,"April 18, 2022"
1304,TAYSA ROANNE JOY,"It keeps on promoting a black screen on my phone, i tried reinstalling and turning my camera permission on and off but it won't work :(((",Rated 2 stars out of five stars,"April 19, 2022"
1305,Mahooya,"I only rated 2 bc everything is good but when i picture a photo that doesn't look good and try to delete it, it only delete for me but i want it to delete for everyone..",Rated 2 stars out of five stars,"December 29, 2022"
1306,ᄋᄉᄋyaman,can't even put my number in edit: okay it worked out after i contacted them but i wish we could edit the name we use bc i didn't wanna use my real name and now i'm stuck with it :/,Rated 3 stars out of five stars,"May 10, 2022"
1307,Vanessa Kepka,I like using it everything is fine but for android there needs to be an Update to choose people to who you can send it to.,Rated 3 stars out of five stars,"April 13, 2022"
1308,Divyam Shukla,not useful app,Rated 1 stars out of five stars,"March 30, 2023"
1309,BUSa WA,Hello I want to ask you to update Locket on Android devices because I want to see the conversations and the ripley to my locket Please 😔💔 Thank you Please make update soon,Rated 5 stars out of five stars,"February 13, 2023"
1310,Sơn Nguyễn Kim,Couldnt even send the code to my phone number.,Rated 1 stars out of five stars,"February 15, 2023"
1311,Raymond,No message button,Rated 1 stars out of five stars,"February 28, 2023"
1312,WheelGo,Androids still don't have chatting 😕,Rated 5 stars out of five stars,"February 27, 2023"
1313,irdina yasmin,Very good apps:),Rated 5 stars out of five stars,"February 24, 2023"
1314,Rahaf 2017,wish we could take pictures from the gallery,Rated 3 stars out of five stars,"February 21, 2023"
1315,Marwin Ducut,so buggy on android,Rated 1 stars out of five stars,"February 28, 2023"
1316,Bashaier,Bad user experience for android 👎,Rated 1 stars out of five stars,"February 20, 2023"
1317,The- B,When will you update the android 😔!!!!,Rated 3 stars out of five stars,"March 1, 2023"
1318,CLaRK,i cant see the replies on android,Rated 2 stars out of five stars,"February 26, 2023"
1319,Libbs C,Why have I got to put my phone number in it,Rated 1 stars out of five stars,"February 19, 2023"
1320,Kimberly Allotey,Will Androids be able to to reply to Locket posts/see the posts that friends with iPhones sent?,Rated 4 stars out of five stars,"February 19, 2023"
1321,Dk Syamimi,why can't i see people's replies…,Rated 4 stars out of five stars,"February 15, 2023"
1322,A Google user,4 only. I need a timer and let me draw!,Rated 4 stars out of five stars,"November 27, 2022"
1323,A,I don't know why i receive notification when people send a comments yet I'm not able to read them!,Rated 2 stars out of five stars,"March 25, 2023"
1324,Atlas Bruh,This is a great app 👌 I love the quality and there is no ads! I really recommend it. Talk with your friends!,Rated 5 stars out of five stars,"October 4, 2022"
1325,مـريَم,"great app, but I wish to have it updated as fast as ios devices, I really need the description thing. Thank you for your hard work.",Rated 4 stars out of five stars,"September 13, 2022"
1326,fer,"great app, can be use in daily life for connecting with friends but would be better if i can add more friends :)",Rated 3 stars out of five stars,"June 12, 2022"
1327,janae,Add the text to android.,Rated 2 stars out of five stars,"February 27, 2023"
1328,Ethan Gabriel,"Its a great app, i just suggest that hopefully in android, you can also choose who you are gonna send the photo to.",Rated 4 stars out of five stars,"April 19, 2022"
1329,Ben Nnadi,It's lags on android terribly u need to look into that,Rated 1 stars out of five stars,"November 28, 2022"
1330,Annamarie Coronel,"A very fun way to connect me and my friends; I wish there was a way that I could change my username, and could add text to the images",Rated 5 stars out of five stars,"September 22, 2022"
1331,Asaad Ahmed,"I love the app and today i dreamed that u add new feature, it's works like the pictures but u can take a GiF for like 5s that was so cool.",Rated 5 stars out of five stars,"August 17, 2022"
1332,Avery,"It's not really good and I don't like the fact that you can't choose pictures from ur camera roll, at least not on Android",Rated 2 stars out of five stars,"April 21, 2022"
1333,kei,It's GOOD!!! I can send my friends some pictures and It's so fun to use ^^ !! Thank you for making locket widget for Android.❤️,Rated 5 stars out of five stars,"April 19, 2022"
1334,rcafye bacaling,"why i can't save photoss here, i always retry it but its just the same as always",Rated 3 stars out of five stars,"November 21, 2022"
1335,Celeste Rose,The app is really easy to use and I can also find out when someone posts one since it shows on my homescreen.,Rated 5 stars out of five stars,"June 15, 2022"
1336,amimir,my friends and i absolutely love the app! it's nice that we can communicate through photos. tho i really hope you improve the camera focus😢 thanks,Rated 4 stars out of five stars,"May 11, 2022"
1337,snophia,"Update is slow for android like me, my friends got the new features already and I still don't have it.",Rated 3 stars out of five stars,"October 12, 2022"
1338,Emma Raynor,Tbh it was good at first but no one was sending me things so I just had it on my phone for awhile with no updates. So I just got rid of it. But if your friends rlly care then I would keep it.,Rated 3 stars out of five stars,"July 6, 2022"
1339,Bethwel Kipruto,This app hardly works...some sick joke!!!,Rated 1 stars out of five stars,"February 10, 2023"
1340,jaylen pop,the verification code isn't working. i've entered it so many times but it keeps saying that it's wrong. :/,Rated 1 stars out of five stars,"April 20, 2022"
1341,Aubrey Pulido,I found it cute and fun seeing how my cousin and friends use it although when i downloaded it the camera just went blank i tried restarting it but nothing changes,Rated 3 stars out of five stars,"May 22, 2022"
1342,F4h4d sa,Add the chat feature,Rated 1 stars out of five stars,"March 14, 2023"
1343,Nicole Mrinji,it's okay but I can accept me friends requests through locket!!,Rated 2 stars out of five stars,"November 22, 2022"
1344,Luke O'Sullivan,"don't have a reason to leave anything but 5 stars, does what I thought It did and it's great for banter with mates or romance with a partner",Rated 5 stars out of five stars,"November 7, 2022"
1345,Ein Bamba,Great App ! It's so easy and fun to use.,Rated 5 stars out of five stars,"December 19, 2022"
1346,Romysaa,Solve the problem of not receiving the verification code on my phone!!!,Rated 2 stars out of five stars,"November 24, 2022"
1347,Kayla Bear,the only thing I wish they would add is that you could chat on the pictures - like make a comment,Rated 5 stars out of five stars,"December 30, 2022"
1348,Dominic Kreiter,I love it me and my siblings use it bc he recently moved out but it keeps up in touch,Rated 4 stars out of five stars,"October 24, 2022"
1349,196 ญาณิศา อาฒยา,I want filter to make me more beautiful and close friend function.,Rated 5 stars out of five stars,"December 14, 2022"
1350,Humda Haseef,"I love app but i don't like how you must use phone number because i am not getting the code and there is no ""need help?"" or ""help"" Please make it so you can do it by email aswell",Rated 2 stars out of five stars,"December 3, 2022"
1351,Saba Algethami,I can't update my locker app and I don't have any of the new features,Rated 2 stars out of five stars,"December 30, 2022"
1352,vilhelmiinaaa a,Can't send messages on android:(,Rated 2 stars out of five stars,"December 27, 2022"
1353,G. 93,I love it and everything but i hate that IOS users get the updates faster :)¿!?,Rated 4 stars out of five stars,"November 9, 2022"
1354,Hailey Breland,This app is great but it can be slow sometimes.,Rated 4 stars out of five stars,"October 22, 2022"
1355,Benedict Hubert,"It keeps telling me ""too many attempts"" even tho I just downloaded the app",Rated 1 stars out of five stars,"December 23, 2022"
1356,Noah Williamson,it is rlly good app for talking with your friends,Rated 5 stars out of five stars,"October 22, 2022"
1357,Rozz Zaire Ma,Idk why but I can't download image from it and I need more reaction emojis,Rated 3 stars out of five stars,"November 6, 2022"
1358,nur khairin,cannot exit by back button,Rated 4 stars out of five stars,"December 2, 2022"
1359,Savannah Portillo,it's fun and it's another way to talk to you're friends,Rated 5 stars out of five stars,"November 5, 2022"
1360,Paolo Angelo,Lack of features on Android,Rated 1 stars out of five stars,"December 2, 2022"
1361,Ali Mamdouh (XxTBNRAlixX),"A million dollar idea here, MAKE AN OPTION FOR ME TO UPLOAD PHOTOS (SCREEN SHOTS, OLD PHOTOS, ETC)",Rated 5 stars out of five stars,"October 29, 2022"
1362,Khương Lee,Many bugs like previous lockets not showing,Rated 2 stars out of five stars,"January 1, 2023"
1363,Mary Jane Pagapong,it's good me and my boyfriend enjoy it to update each other's.,Rated 5 stars out of five stars,"November 18, 2022"
1364,Genevieve Fiorentino,we need to be able to permanently delete photos as well,Rated 3 stars out of five stars,"November 3, 2022"
1365,Tori,it's a good app but for mobile I wish I could comment on other people locket post.,Rated 4 stars out of five stars,"December 8, 2022"
1366,Josh Competente,Not optimized for android,Rated 3 stars out of five stars,"December 11, 2022"
1367,Я,I can't enter to this. A code didn't came. I have waited for half hour but nowhere I didn't find the code. Please check it,Rated 1 stars out of five stars,"November 26, 2022"
1368,Aya Bouchair,Push updates to Android users!!!! This is gutting ridiculous,Rated 2 stars out of five stars,"December 29, 2022"
1369,David Maina Karanja,Regular updates on android would be nice🥺,Rated 4 stars out of five stars,"October 27, 2022"
1370,trisha !,so cute!!! getting to share experiences w your friends is such a cute concept <33,Rated 5 stars out of five stars,"October 23, 2022"
1371,Muhammad Azizi,"Im using an android, but I cant see what my friends replied on my post, is the message features for iphone only?",Rated 2 stars out of five stars,"December 19, 2022"
1372,Fatima Aqeela,why in my android phone the chat icon is showing without being able to chat?,Rated 3 stars out of five stars,"December 19, 2022"
1373,Jadrien Elmo L. Dela Pena,Mine is not updated and its to slow,Rated 3 stars out of five stars,"December 11, 2022"
1374,Ezra Beetle,"love it, doesn't compare to the ios updates sometimes",Rated 4 stars out of five stars,"November 5, 2022"
1375,Destiny,You can share photos with your friends outside of school or anywhere!!,Rated 5 stars out of five stars,"December 9, 2022"
1376,odunayo awodein,very nice app for keeping in touch,Rated 5 stars out of five stars,"November 15, 2022"
1377,チドリ,I love it. Thanks a lot for the latest feature.,Rated 5 stars out of five stars,"December 9, 2022"
1378,PhoenixWayz,Great app just needs a video option,Rated 5 stars out of five stars,"October 23, 2022"
1379,YTA QUA,Amazing little home screen friend app,Rated 5 stars out of five stars,"December 25, 2022"
1380,Noura,I love it so much but the updates are so late,Rated 4 stars out of five stars,"December 8, 2022"
1381,Jue Jue,This is very useful . And good but not at all,Rated 3 stars out of five stars,"November 24, 2022"
1382,lala lala,The widget not functioning.,Rated 3 stars out of five stars,"November 15, 2022"
1383,Erina Wijaya,"cant even access / sign up, it said too many attempt. like what attempts? i only pressed it one time. weird",Rated 1 stars out of five stars,"December 28, 2022"
1384,Oluwabukunmi Falana,I don't know why the widget for this app isn't showing 😒😐,Rated 3 stars out of five stars,"November 13, 2022"
1385,Amiyah Riggins,I get to send stuff to friends without even texting them it's like picture texting it's so cool! I love it so much!,Rated 5 stars out of five stars,"August 30, 2022"
1386,julianne Valot,Everything I open it to see who sent me a locket it always says to add friends when I have 5 and I even reset my phone and still doesn't work fix the app,Rated 3 stars out of five stars,"August 2, 2022"
1387,Jessamine Ann Degala,"Hiii! I have a problem. I only have 6 friends listed, but the apps says that my friend is full already. Can you maybe help me?",Rated 4 stars out of five stars,"April 20, 2022"
1388,x_ø. exe,"This is like the 5th time I reinstalled the app everytime I put my phone number It says ""To many attempts try again later"" I hope you fix the problem and thank you",Rated 2 stars out of five stars,"May 19, 2022"
1389,Keisha F. Rahmadani,"I can't take pictures in the app, always shows a blank black screen. Please help me fix this.",Rated 2 stars out of five stars,"April 19, 2022"
1390,Jillian Reez,it's so good but pls make more features available for android. i want to be able to add multiple widgets w diff groups too,Rated 3 stars out of five stars,"July 25, 2022"
1391,SULAIMAN MINKAIL,So what is love than your eyes  your voice your hands your lips and a single smile between us,Rated 2 stars out of five stars,"March 6, 2023"
1392,RS,Love using it! However it is very slow on Android and glitches alot but I am keeping the app until it gets better,Rated 3 stars out of five stars,"August 3, 2022"
1393,Alejandro Salmon,Love the idea of having locket on Android. But everytime I try to add a widget the widget becomes invisible/transparent,Rated 3 stars out of five stars,"July 19, 2022"
1394,SF An3x,"Why I cant reply on photos?? It only says reply to sms, only I just discovered that IOS users only can reply with a message.",Rated 2 stars out of five stars,"December 24, 2022"
1395,Sabreen Suliman,The quality is bad in Android phones and the updates did not arrive early. Adjust your quality and download the updates for us first,Rated 1 stars out of five stars,"October 13, 2022"
1396,Gabriel Barnica,"This app is amazing, but also it can have some improvements in the UI interface, camera quality or at least zoom and focus camera",Rated 5 stars out of five stars,"June 16, 2022"
